Name|Description|Code|Image|Price|Sale Price|Category
Assorted Gourmet Salt Water Taffy: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Terrific gourmet taffy in an assortment of flavors, colors, and swirls!<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Gourmet Salt Water Taffy Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs. Kosher Certified.<br><br><b>DISCLAIMER:</b> The ""Assorted"" flavor selection does NOT include every flavor available. It is a medley of the most popular 25 flavors.</div>
    "|127422|/assets/item/regular/image-127422.jpg|19.50|""|Taffy
Assorted Salt Water Taffy Candy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious and chewy candy treats that will entangle your taste buds in sweet delight. And because this is a whipped taffy, it won't stick to your teeth or dental work.... no trips to the dentist to replace fillings or crowns!<br><br>
There are approximately 65 pieces per pound.<br><br><b>10-Flavor Assortment</b> includes: Blue Raspberry, Caramel Apple, Chocolate, Cinnamon, Black Licorice, Neapolitan, Orange/Vanilla, Peppermint, Rum and Strawberry/Banana.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Salt Water Taffy Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|126904|/assets/item/regular/assorted-salt-water-taffy-126904.jpg|9.90|""|Taffy
Nougat Fluffs Fruit Taffy Candy Assortment: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Deliciously chewy gourmet nougat candies featuring exquisite designs and fabulous fruit flavors! This assortment may include the following:<br><b>Grape, Fuzzy Peach, Berry, Apple, Watermelon, Pear, Orange Slice, Strawberry, or Key Lime.</b><br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $9.90/lb.<br><br>
Bag contains 3 pounds of Nougat Fluffs Fruit Taffy Candy Assortment.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b>  This candy has a firm texture like old-fashioned hand-pulled taffy (so don’t let the manufacturer’s name ""Fluffs"" lead you astray!). External temperatures/climate can also affect consistency.  NO REFUNDS.</div>
    "|126158|/assets/item/regular/image-126158.jpg|29.70|""|Taffy
Fralinger's Salt Water Taffy Candy: 5LB Bag|"
   
        <br><p id=""longDescription"">Atlantic City's own Salt Water Taffy! Sixteen(16) delicious flavors: <b>Chocolate, Vanilla, Banana, Lemon, Lime, Licorice, Molasses, Molasses Mint, Orange, Peach, Peanut Butter, Peppermint, Root Beer, Spearmint, Strawberry, and Teaberry.</b><br><br>Creamy taste and smoothness have been the difference that has made Fralinger's the first choice in taffy for over 100 years.<br><br>There are approximately 50 pieces per pound.<br><br>Unit Price = $7.90/lb.<br><br>Bag contains 5 pounds of Fralinger's Salt Water Taffy Candy Assortment.<br><br>Made in the USA.<br><br>Shipping Weight ~ 6 lbs.  Kosher Certified.</p>
    "|125638|/assets/item/regular/image-125638.jpg|39.50|""|Taffy
Wonka Laffy Taffy Candy - Assorted: 145-Piece Tub|"
   
        <br><p id=""longDescription""></p>
<div>Everybody's favorite confectioner serves up a tangy delight, festooned  with a jolly joke for your amusement. This tub of assorted little taffies is perfect  for sharing!<br><br><b>Taffy Dimensions (Inches):</b> 3 x 7/8 x 1/4<br><br>
Assortment includes: <strong>Banana, Cherry, Sour Apple, and Strawberry.</strong><br><br>
Unit Price = $0.10/piece.<br><br>
Tub contains 145 wrapped Wonka Laffy Taffy Candy Chunks.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|130810|/assets/item/regular/laffytaffy-chunks-assorted-im-130810.jpg|14.50|""|Taffy
AirHeads Taffy Candy Bars: 90-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Yummy taffy sticks in an assortment of 6 fruity flavors:<br><b>Cherry<br>
Watermelon<br>
White Mystery<br>
Blue Raspberry<br>
Pink Lemonade<br>
Orange</b><br><br>
Unit Price = $0.25/bar.<br><br>
Each box contains 90 AirHeads Taffy Bars.<br><br>
Shipping Weight ~ 3 lbs.</div>
    "|127096|/assets/item/regular/airheads-im-127096.jpg|22.50|""|Taffy
Brach's Salt Water Taffy Candy: 7LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Chewy salt water taffy in a terrific assortment of colors and flavors!<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $5.70/lb.<br><br>
Bag contains 7 pounds of wrapped Brach's Salt Water Taffy Candy.<br><br>
Shipping Weight ~ 8 lbs.</div>
    "|125275|/assets/item/regular/image-125275.jpg|39.90|""|Taffy
Chewy Taffy Top Pops Assortment: 48-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Delectable chewy taffy lollipops in an assortment of 4 flavor combos:<br><b>Strawberry/Peach<br>
Mango/Apricot<br>
Grape/Cherry<br>
Strawberry/Lime</b><br><br>
Unit Price = $0.25/pop.<br><br>
Display box contains 48 yummy Top Pop Chewy Taffy Suckers.<br><br>
Shipping Weight ~ 2 lbs.</div>
    "|127376|/assets/item/regular/image-127376.jpg|12.00|""|Taffy
Banana Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious banana flavored salt water taffy!<br><br>
There are about 65 pieces per pound.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Yellow Banana Salt Water Taffy Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|130665|/assets/item/regular/taffy-yellow-banana-130665-ic.jpg|9.90|""|Taffy
Blue Raspberry Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious blue raspberry salt water taffy chunks!<br><br>
There are about 65 pieces per pound.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Blue Raspberry Salt Water Taffy Candy.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|130666|/assets/item/regular/taffy-blueraspberry-oval.jpg|9.90|""|Taffy
Key Lime Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious green salt water taffy candy with a perky key lime flavor!<br><br>
There are about 65 pieces per pound.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Green Swirled Key Lime Salt Water Taffy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|130667|/assets/item/regular/130667_ic.jpg|9.90|""|Taffy
Neapolitan Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious Neapolitan taffy! Each delicious morsel includes the classic color combination of pink, white, and brown representing three popular flavors: <b>Strawberry, Vanilla, and Chocolate.</b><br><br>
There are about 65 pieces per pound.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Neapolitan Salt Water Taffy Candy.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs. Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|130668|/assets/item/regular/neapolitan-taffy-candy.jpg|9.90|""|Taffy
Peach Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious peach flavored salt water taffy featuring a beautiful orange color!<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Peach Salt Water Taffy Candy.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|131071|/assets/item/regular/Peach-Salt-Water-Taffy-Candy.jpg|9.90|""|Taffy
Red & White Peppermint Taffy: 3LB Bag|"
   
        <br><p id=""longDescription"">Delicious peppermint taffy nuggets featuring a bright white color with red stripes!<br><br>There are about 65 pieces per pound.<br><br>Unit Price = $3.30/lb.<br><br>Bag contains 3 pounds of Peppermint Salt Water Taffy Candy.<br><br>Made in the USA.<br><br>Shipping Weight ~ 4 lbs.</p>
    "|128335|/assets/item/regular/image-128335.jpg|9.90|""|Taffy
Pink Strawberry Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious strawberry salt water taffy!<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $5.00/lb.<br><br>
Bag contains 3 pounds of Pink Strawberry Taffy Candy.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|128336|/assets/item/regular/image-128336.jpg|15.00|""|Taffy
Strawberry & Creme Salt Water Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious strawberry &amp; creme salt water taffy!<br><br>
There are about 65 pieces per pound.<br><br>
Unit Price = $5.00/lb.<br><br>
Bag contains 3 pounds of Pink and White Taffy Candy.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs.</div>
    "|127184|/assets/item/regular/image-127184.jpg|15.00|""|Taffy
Pink with White Center Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>
<strong>SALE: 20% OFF!</strong><br><br>
Delicious salt water taffy chunks featured in bright pink with white centers! Perfect for decorating with a pink and white color scheme.<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $5.00/lb.<br><strong>Sale Unit Price = $4.00/lb.</strong><br><br>
Bag contains 3 pounds of Pink with White Center Strawberry &amp; Creme Salt Water Taffy Candy. Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|128022|/assets/item/regular/inset-128022.jpg|15.00|12.00|Taffy
Pink & White Swirled Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Elegant swirls of pink and white merge to form these delicious strawberry and creme taffy nuggets.<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $5.00/lb.<br><br>
Bag contains 3 pounds of Pink &amp; White Swirled Salt Water Taffy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|127379|/assets/item/regular/pink-and-white-swirl-taffy.jpg|15.00|""|Taffy
White with Pink Swirls Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Elegant swirls of white and pink merge to create these delicious strawberry and creme taffy nuggets!<br><br>
There are approximately 65 pieces per pound.<br><br>
Unit Price = $5.00/lb.<br><br>
Bag contains 3 pounds of White and Pink Swirled Strawberry &amp; Creme Salt Water Taffy Candy. Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|126751|/assets/item/regular/inset-126751.jpg|15.00|""|Taffy
Purple Huckleberry Taffy: 3LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Huckleberries are small and round, usually less than 5 millimeters in diameter, and contain 10 relatively large seeds. The berries range in color according to species from bright red, through dark purple, and into the blues. In taste, the berries range from tart to sweet, with a flavor similar to that of a blueberry, especially in blue- and purple-colored varieties. Huckleberries are enjoyed by humans and grizzly bears alike. This perky huckleberry flavored taffy features a unique purple color.<br><br>
There are about 65 pieces per pound.<br><br>
Unit Price = $3.30/lb.<br><br>
Bag contains 3 pounds of Purple Huckleberry Taffy Candy.<br><br>
Made in the USA.<br><br>
Shipping Weight ~ 4 lbs. Kosher Certified.</div>
    "|126345|/assets/item/regular/image-126345.jpg|9.90|""|Taffy
Chipurnoi Glitterati Mint Medley Candy: 1600-Piece Bag|"
   
        <br><p id=""longDescription""></p>
<div>Distinctive, Dazzling, and Delicious!<br><br>
This eye-catching GLITTERATI Mint Medley is composed of six deliciously different mint candies, each of which is distinctive in its own right, including butter-mint, vanilla-mint, chocolate-mint, cinnamon-mint, peppermint, and spearmint. One could say that this very original assortment is a ""must"" for mint candy lovers.<br><br>
Bag contains 1,600 pieces of Chipurnoi Glitterati Mint Medley Candy.<br><br>
Made in Italy.<br><br>
Shipping Weight ~ 5 lbs.</div>
    "|125442|/assets/item/regular/icon-125442.jpg|56.00|""|Little Candy
Chipurnoi Glitterati Fruit & Berry Medley Candy: 1600-Piece Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicate, dazzling, and delicious! Celebrate with Italian flair as you savor these elegant miniature hard candies.<br><br><b>Fruit &amp; Berry Medley-</b> Luscious blackberry, pear and strawberry, tangy orange and lemon... they're all superb!<br><br>
These beautifully wrapped tiny Italian candies are perfect to pop in your mouth when your throat's dry and they're easy to keep in a pocket or purse.<br><br>
Bag contains 1,600 pieces of Glitterati Fruit &amp; Berry Medley Hard Candy. Made in Italy.<br><br>
Shipping Weight ~ 5 lbs.</div>
    "|125440|/assets/item/regular/glitterati-fruit-assortment.jpg|56.00|""|Little Candy
Chipurnoi Glitterati Tropical Fruit Candy: 1600-Piece Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicate, dazzling, and delicious! Celebrate with Italian flair as you savor these elegant miniature hard candies.<br><br><b>Tropical Fruit Assortment-</b> This exotic assortment, consisting of passion fruit, pineapple, island melon, mandarin orange and guava is unsurpassed for authentic taste and quality.<br><br>
These beautifully wrapped tiny Italian candies are perfect to pop in your mouth when your throat's dry and they're easy to keep in a pocket or purse.<br><br>
Bag contains 1,600 pieces of Glitterati Tropical Fruit Medley Hard Candy. Made in Italy.<br><br>
Shipping Weight ~ 5 lbs.</div>
    "|125441|/assets/item/regular/glitterati-tropical-fruit-assortment.jpg|56.00|""|Little Candy
Dum Dum Pops: 30LB Case|"
   
        <br><p id=""longDescription""></p>
<div>Tiny ball lollipops in an assortment of fabulous flavors and colorful wrappers. The perfect party treat!<br><br>
Dum Dum pops now come in an assortment of 16 official flavors plus THE MYSTERY FLAVOR!  Flavors may include: <b>Banana Split, Blue Raspberry, Bubblegum, Butterscotch, Cherry, Coconut, Cotton Candy, Cream Soda, Grape, Mango, Root Beer, Sour Apple, Strawberry, Strawberry Shortcake, Tangerine, Watermelon, and the Mystery Flavor.</b><br><br>
Unit cost = $3.90/lb.<br><br>
Case 30 pounds of Dum Dum Pops...a total of about 1,800 lollipops.<br><br>
Shipping Weight ~ 32 lbs. Kosher Certified.<br><br><b>DISCLAIMER:</b> Due to changes from time-to-time with the manufacturing process, we cannot guarantee that all flavors listed above will be included or that the proportion of flavors will be equal.  NO REFUNDS for fewer, more, or missing flavors in the mix.</div>
    "|127997|/assets/item/regular/image-127997.jpg|117.00|""|Little Candy
Sticklettes Pink & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Spruce up your candy buffet with Sticklettes! These mini candy sticks are about half the size of standard candy sticks... the perfect size for building gingerbread houses or filling a candy bowl. Each stick features a yummy strawberry flavor and twisting stripes of pink and white! Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Strawberry<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Pink &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing   process often differs slightly with every batch. Each hard candy stick   has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129774|/assets/item/regular/sticklettes-pink-and-white-petite-129774-im.jpg|12.50|""|Little Candy
Sticklettes Purple & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>French champagne has always been celebrated for its excellence... and these purple-striped Sticklettes are inspired by that same excellence.  Fresh from the vines of the candy-selling region of the California coast (El Segundo, to be precise) comes a sweet candy variety of subtle excellence.  A spiral of heliotrope tastefully frames Sticklettes Purple &amp; White Candy Sticks.  On the palate, these Sticklettes have that perfect balance between sugary hard candy snap and sun-ripened grape-flavored savor.  Paired well with poultry, game or a box of Razzles, Sticklettes are the perfect addition to any dinner party.  Just don’t try to make grappa out of the wrappers.<br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Grape<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Purple &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing   process often differs slightly with every batch. Each hard candy stick   has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129778|/assets/item/regular/sticklettes-purple-and-white-candy-sticks-129778-w.jpg|12.50|""|Little Candy
Sticklettes Blue & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Try not to stare.  The vibrant cerulean and white spirals of these mini candy sticks tend to turn heads faster than the fancy diamonds at a Tiffany store. Approximately half the size of standard candy sticks, some might call them tasty twigs. Each piece features a yummy blue raspberry flavor and stripes of light blue and white, making them perfect for building a ""Smurfy"" blue gingerbread house. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Blue Raspberry<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Blue &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. Each hard candy stick has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129779|/assets/item/regular/blue-sticklettes-129779-im2.jpg|12.50|""|Little Candy
Sticklettes Green & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Go Green…&amp; White, with Sticklettes Green &amp; White candy.  These likeable and lick-able lime candy sticks don't grow on trees, but they have such remarkable citrus taste you just might swear that they do.  You can proudly display their individually wrapped cylindrical candy shimmer in a candy bowl medley or use them as a swizzle in your late-afternoon Lime Rickey that you enjoy out on the lanai.  Thank Sticklettes Green &amp; White for being a friend. <br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Lime<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Green &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing  process often differs slightly with every batch. Each hard candy stick  has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129777|/assets/item/regular/image-129777.jpg|12.50|""|Little Candy
Sticklettes Yellow & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Every once in a while, just like all of us, life gives the Candy Elves lemons.  Lucky for you, this means the Elves get to make more Sticklettes Yellow &amp; White Candy Sticks.  These zesty citrus cylinders add the perfect optimistic zing to your workplace candy grove or cheery hard candy counterpoint to some limoncello or a lemon fizz.  Until they figure out how to mix the silver linings of clouds with delicious sugar, stick with Sticklettes to keep your glass half-full of high-spirited confections.<br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Lemon<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Yellow &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing   process often differs slightly with every batch. Each hard candy stick   has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129780|/assets/item/regular/image-129780.jpg|12.50|""|Little Candy
Sticklettes Orange & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>When Columbus sailed the ocean blue, he brought oranges.  This was a mistake, as the journey took several weeks and there is nothing worse than yelling ""Land ho!"" with rotten-orange breath.  Clearly the Nina, Pinta and Santa Maria should have sailed well-stocked with Sticklettes Orange &amp; White Candy Sticks.  With their sweet from-the-sugar-grove taste and individual wrappers, Orange &amp; White Sticklettes come ready to travel.  Order your spiral striped portable posts of potent citrus and experience a brave new world.<br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Orange<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Orange &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing   process often differs slightly with every batch. Each hard candy stick   has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129776|/assets/item/regular/image-129776.jpg|12.50|""|Little Candy
Sticklettes Red & White Petite Candy Sticks: 250-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>It’s well known that Ernest Shackleton marked the South Pole with a Red &amp; White Sticklette when he was the first person on the scene back in the day. But did you know that Neil Armstrong left one on the moon?  Or that Roger Bannister energized himself with Sticklettes when he was the first person to run a mile in under four minutes? Create the world’s greatest gingerbread house with these tiny peppermint barber poles as structural supports. Push the envelope of human achievement beyond anything yet imagined with your own box of these minty tokens of improbable discovery and accomplishment! Just like Sticklettes, individually-wrapped potential lies within all of us.<br><br><b>Stick Specifications-</b><br>
Length: 2.25 Inches<br>
Diameter: 0.25 Inch<br>
Flavor: Peppermint<br><br>
Unit Price = $0.05/stick.<br><br>
Box contains 250 wrapped Sticklettes Red &amp; White Petite Candy Sticks.<br><br>
Shipping Weight ~ 4 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing   process often differs slightly with every batch. Each hard candy stick   has a thin, slightly soft outer layer. NO REFUNDS.</div>
    "|129775|/assets/item/regular/image-129775.jpg|12.50|""|Little Candy
Strawberry Sassy Spheres Pink Striped Petite Candy Balls: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>The celestial body Pluto appears bright in our night sky because its icy surface reflects the sun’s rays. Most of us at CandyWarehouse grew up learning that Pluto was the ninth planet in our solar system. In 2006, that all changed. Because of its small stature in relations to its siblings Jupiter, Venus, Saturn and so forth, Pluto’s prime planet status was revoked by scientists and it was sent down to the dwarf planet class where it dwells among over 40 other similarly-sized known galaxy objects. We love tiny things with big impacts around here, and that’s why we’re over the moon about these Petite Striped Candy Balls. These itty bitty confections are big tasty beauties decorated with perfectly rendered pink and white stripes and a fabulous strawberry flavor. Pluto’s surface is believed to be rocky, unlike these super smooth pink and white baby balls. Individually wrapped for freshness, these fruity balls shine brightly in our sugary inventory. We recommend filling up a bowl and snacking on them one by one will you stargaze tonight!<br><br>
There are approximately 150 pieces per pound.<br><br><strong>Ball Specifications-</strong><br>
Diameter: 1/2 Inch<br>
Net Weight: 3 Grams<br>
Flavor: Strawberry<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Pink Sassy Spheres Petite Striped Candy Balls.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|131519|/assets/item/regular/sassy-spheres-petite-pink-131519-im.jpg|19.50|""|Little Candy
Grape Sassy Spheres Purple Striped Petite Candy Balls: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>The celestial body Pluto appears bright in our night sky because its icy surface reflects the sun’s rays. Most of us at CandyWarehouse grew up learning that Pluto was the ninth planet in our solar system. In 2006, that all changed. Because of its small stature in relations to its siblings Jupiter, Venus, Saturn and so forth, Pluto’s prime planet status was revoked by scientists and it was sent down to the dwarf planet class where it dwells among over 40 other similarly-sized known galaxy objects. We love tiny things with big impacts around here, and that’s why we’re over the moon about these Petite Striped Candy Balls. These itty bitty confections are big tasty beauties decorated with perfectly rendered purple and white stripes and a fabulous grape flavor. Pluto’s surface is believed to be rocky, unlike these super smooth purple and white baby balls. Individually wrapped for freshness, these fruity balls shine brightly in our sugary inventory. We recommend filling up a bowl and snacking on them one by one while you stargaze tonight!<br><br>
There are approximately 150 pieces per pound.<br><br><strong>Ball Specifications-</strong><br>
Diameter: 1/2 Inch<br>
Net Weight: 3 Grams<br>
Flavor: Grape<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Purple Sassy Spheres Petite Striped Candy Balls.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|131518|/assets/item/regular/sassy-spheres-petite-purple-131518-im.jpg|19.50|""|Little Candy
Blueberry Sassy Spheres Blue Striped Petite Candy Balls: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>The celestial body Pluto appears bright in our night sky because its icy surface reflects the sun’s rays. Most of us at CandyWarehouse grew up learning that Pluto was the ninth planet in our solar system. In 2006, that all changed. Because of its small stature in relations to its siblings Jupiter, Venus, Saturn and so forth, Pluto’s prime planet status was revoked by scientists and it was sent down to the dwarf planet class where it dwells among over 40 other similarly-sized known galaxy objects. We love tiny things with big impacts around here, and that’s why we’re over the moon about these Petite Striped Candy Balls. These itty bitty confections are big tasty beauties decorated with perfectly rendered blue and white stripes and a fabulous blueberry flavor. Pluto’s surface is believed to be rocky, unlike these super smooth blue and white baby balls. Individually wrapped for freshness, these fruity balls shine brightly in our sugary inventory. We recommend filling up a bowl and snacking on them one by one will you stargaze tonight!<br><br>
There are approximately 150 pieces per pound.<br><br><strong>Ball Specifications-</strong><br>
Diameter: 1/2 Inch<br>
Net Weight: 3 Grams<br>
Flavor: Blueberry<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Blue Sassy Spheres Petite Striped Candy Balls.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|131517|/assets/item/regular/sassy-spheres-petite-blue-131517-im1.jpg|19.50|""|Little Candy
Lime Sassy Spheres Green Striped Petite Candy Balls: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>The celestial body Pluto appears bright in our night sky because its icy surface reflects the sun’s rays. Most of us at CandyWarehouse grew up learning that Pluto was the ninth planet in our solar system. In 2006, that all changed. Because of its small stature in relations to its siblings Jupiter, Venus, Saturn and so forth, Pluto’s prime planet status was revoked by scientists and it was sent down to the dwarf planet class where it dwells among over 40 other similarly-sized known galaxy objects. We love tiny things with big impacts around here, and that’s why we’re over the moon about these Petite Striped Candy Balls. These itty bitty confections are big tasty beauties decorated with perfectly rendered green and white stripes and a fabulous lime flavor. Pluto’s surface is believed to be rocky, unlike these super smooth green and white baby balls. Individually wrapped for freshness, these fruity balls shine brightly in our sugary inventory. We recommend filling up a bowl and snacking on them one by one will you stargaze tonight! <br><br>
There are approximately 150 pieces per pound.<br><br><strong>Ball Dimensions-</strong><br>
Diameter: 1/2 Inch<br>
Net Weight: 3 Grams<br>
Flavor: Lime<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Green Sassy Spheres Petite Striped Candy Balls.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|131516|/assets/item/regular/sassy-spheres-petite-green-131516-im1.jpg|19.50|""|Little Candy
